"i","Result.1","Result.2","Result.3","Result.4","Result.5","Result.6","Result.7","Result.8","Result.9","Result.10","Result.11"
1,6.48408673889935,8.15520283908118,9.67452092869207,8.28702636915259,7.25954040412325,4.38134169736877,6.41804452973884,9.25037698517554,0.731774199940264,7.10858007455245,8.361536616995
1,9.70798765376676,7.79707588050514,1.84891822435893,0.478510672017001,6.71071244245395,5.16311972076073,7.68830169525463,2.81646293753292,2.87343217963353,5.75715486197732,6.46215037284419
1,5.25220053498633,5.12087238372769,4.97595490047243,6.07370200168807,6.10856278289575,5.68338054998312,9.42638995726593,5.39202425729018,4.8268837825628,1.90983530473895,7.4992848941125
1,5.02876371096354,7.69257646908518,5.56706157056615,3.55438725440763,0.026620569312945,7.666213970026,1.09423005399294,6.24029436451383,0.909439905709587,1.39027641883586,2.05833170686383
1,8.97852755072527,2.94595265220851,8.24098412112799,7.82370738247409,4.62738872086629,1.86066107873339,0.941184008284472,5.76731962203048,0.372112537315115,6.86034548457246,9.76854672925547
1,9.8723578564357,6.51788447010331,9.81235433791298,6.16079408689402,5.75499186974484,3.18027306550648,5.94386040826794,6.7309870476136,3.7108074396383,0.302702809590846,3.58824694920331
1,0.705583980563097,0.507809618115425,3.77516191625036,7.67009736765176,5.6412565091392,2.73883738531731,1.38747706762515,5.26065720447805,8.04967891606502,3.86596660946962,7.25173019024078
1,9.04962466678116,6.60726255076006,2.83345391540788,3.0246099720709,2.71140238845255,2.18492682536598,5.77279222593643,2.60418122108094,8.66653810215648,8.35709655520041,7.92578752650879
1,2.17276847942267,4.6806401334703,8.34701197266113,4.54435359009076,4.34161799356807,6.76029097880237,2.83384606165346,4.03187931058928,2.04387057104614,7.54237155811861,9.0124774986878
1,9.51941557507962,8.84569946320262,0.888068805495277,7.10930557118263,9.86497754519805,0.0800721689593047,1.43694898514077,7.07373330530245,2.64324567324948,6.04169900543056,8.25759425268043
1,8.46228520935401,4.38977556072641,6.594175971183,3.39152265498415,1.66427553493995,9.42335408423096,2.90195913109928,2.25180339510553,5.47055803257972,6.66873803751078,8.58734317205381
1,4.72337538728025,5.98910718986299,4.29664313846733,5.99547492729034,4.24144295060541,2.0967590293847,9.96045206657145,6.32179305490572,9.07395847719163,6.95766738797538,8.10101959283929
1,3.47134596924298,2.4312317380216,6.61333954348229,4.68508115971927,3.76982478597201,3.87587901358493,2.76243137489073,3.01932419908699,7.6348284415435,2.31140354089439,5.96232720625121
1,2.58578748779837,6.12609376681503,2.46484129927121,5.0378266049549,1.14099235548638,3.65835284749046,0.0368533281609416,7.88743071127683,6.36298563426826,8.95972433360294,1.36171902010683
1,0.115931700426154,2.26146625424735,5.35350215695798,8.78374441433698,6.40868131699972,3.27497078052256,3.6044502583798,6.94248883202672,3.03273433279246,8.63732780145947,3.25264044036157
1,8.83846275073011,0.397256594779901,1.70692844276782,8.97453859827947,4.85641251238994,5.48548615679611,4.92472362869885,1.13610005092341,4.74367266744375,3.5088997607585,5.241767031583
1,5.41692024348304,7.37323707416654,6.42223474725615,9.29364993532654,9.50347536222544,4.74870832494926,6.95258937396575,9.16067221576814,1.51400972155388,0.290841918881051,7.30537641495466
1,4.57446603013668,4.48856510019396,4.00528333652765,2.75950481700711,9.49203834799118,9.27911523289513,6.83157182568684,7.76371566620655,5.33216537295375,9.02774687749334,0.722581162303686
1,1.14916139536072,9.72066581342369,6.32077479925938,5.12322440049611,7.4260641703615,9.13186012546066,3.33548887008801,6.16025724061765,9.14496536417864,6.38633996772114,0.685488293156959
1,7.6659385354491,0.296720458497293,0.0212299174629152,0.335260661458597,3.91511179860681,3.35418645418249,5.3647505791625,8.43721731943078,2.594622149528,5.43746716782916,8.0923151895171
1,2.38312070891261,5.20326984161511,3.80840669421013,6.36515151984058,8.40012022485025,6.82714096358977,4.65586334532127,7.27841838360764,0.530425411020406,4.49733338153455,1.69913036499638
1,7.50715117389336,4.1219210612122,8.77479465783108,0.159192718402483,1.74823120504152,5.24561886675656,3.25093393037096,9.9149758255342,9.99113378603943,9.70537659521215,3.87180071261246
1,6.94861896219663,1.15116148383822,9.13508963456843,8.66557159728836,2.39017099614721,7.98248380569276,1.94038368714973,1.32938741988037,0.493779981974512,9.148823529738,4.59144712318666
1,3.00383123240899,9.53218059304636,5.86113952570595,3.19269786439836,2.01384560314473,9.68557091846596,9.83969455610495,4.97822207873687,1.17062845414039,4.51349622590933,5.04994333533105
1,0.586485948762856,3.21585914369207,1.1263984327903,9.59287829797249,6.97019404626917,4.43648010487668,7.51850376226939,6.82034826844465,2.39448845125735,6.59940240010619,9.34830669714138
1,8.33919377338607,4.80887071851175,5.01881734728813,3.77915271969978,3.62573200936895,7.75117240198888,3.70444648512639,9.57378416962456,2.93601715688128,4.71686749025248,3.09079053816386
1,1.06362201799639,0.0923166945576668,7.78272586737294,1.63071930974256,9.08412605810445,7.8442149444716,2.65734188875649,3.85612366474234,8.43527366963681,0.959222124610096,9.90542450842913
1,7.47715507245157,0.122155510610901,1.50976480075624,9.34064654172398,0.313969972776249,1.51124110950623,4.47339381293859,8.17011289314833,8.90356258980464,1.83391724918038,5.13737562287133
1,2.95739608744625,1.65938605561387,0.161430306686088,7.70465044265147,5.09903324679471,2.54203023486771,9.69599663091358,8.09115482415073,4.41070642217528,4.14730594689026,3.92100440193899
1,5.99046437283978,9.13466416103765,3.07509333926719,9.88142370642163,6.23356539595406,8.6961563359946,4.82174485067371,0.837944826250896,4.35158649468795,3.90987407874782,8.81804271969013
1,5.88560895130504,0.411885791108944,4.78212563651614,4.13430349710397,6.80873570770491,4.93249391913414,2.31545201032422,5.03281002407894,8.20566978801508,1.14906849819236,7.79021874186583
1,2.81711226245388,6.4698205080349,8.93744276666548,6.27842688725796,1.21107760868035,6.90563226959202,9.09164557717741,8.25152207373176,6.23875692754518,4.20060356922913,2.29312479414511
1,6.79471026679967,2.3143757696962,5.10426104732323,8.1292242333293,1.9414277178701,5.04248716996517,8.29290985546541,1.56445160093717,5.29411056209356,4.0994548633229,0.493091857573017
1,7.39632312098984,3.02843752012122,7.17035555881448,1.90875908406451,5.36356116482057,6.28267426295206,5.04886164087802,2.90119030547794,1.29438942812849,0.575361498096027,2.77866274709813
1,9.63824377905112,8.57607032991946,2.2844436583342,1.38409119676799,8.62243622120004,4.03044690643437,9.29039096939377,3.46451139741112,6.57438365726266,4.3953809578903,7.12491291777696
1,4.2790168725187,1.90051828140859,1.45618004698772,9.70572200638708,2.19311710705515,4.65842045163736,5.49894935239572,8.79266553637572,3.17215025010519,9.99207768561319,5.74597955057398
1,0.462866928218864,3.86847839199472,4.8713161339052,0.513370949169621,3.81928982038517,2.31927314379718,6.189093742962,0.338997312681749,1.05593821555376,1.45065620073583,4.39651686605066
1,4.93223423254676,9.40462985620834,1.66482299789786,6.89447317144368,6.03821268419269,9.73111073188484,2.20955216770526,2.72037137160078,0.649450256605633,0.813501420314424,4.10461968907621
1,3.93808778871316,4.71580274780281,1.91694299252704,1.48524527116679,6.30041280949954,0.353313255449757,5.84738464455586,4.11521233192179,9.7868700440973,5.15849190379959,9.11024022318889
1,7.83283670002129,2.84302309071645,8.12083378611133,8.41246459640097,5.95886878510937,0.438865779899061,1.10115089016035,2.56464177290909,8.81188034713268,5.09857716709375,6.09474045026582
